batchnum,hitid,hittypeid,title,description,keywords,reward,maxassignments,requesterannotation,assignmentdurationinseconds,autoapprovaldelayinseconds,expiration,numberofsimilarhits,lifetimeinseconds,assignmentid,assignmentstatus,requesterfeedback,worktimeinseconds,lifetimeapprovalrate,last30daysapprovalrate,last7daysapprovalrate,approve,reject,inputid,inputname,inputuniversity,inputdomain,inputdepts,inputfield,inputdupct,inputurl,answerothertxt,answerpagefound,answersrctype,answerurl,answerdeptmatch,answerfieldmatch,UTCflag,creationtime,accepttime,submittime,autoapprovaltime,approvaltime,rejectiontime,nassign,maxtotwt,maxavgwt,minhrrew,anonid
2127763,3G57RS03HHZVAZD0F6LW061214W25K,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:57 PDT 2015,,,3TE3O857312N269S3G31RR1HH7VR23,Approved,,11,100% (61/61),100% (61/61),100% (61/61),,,27923,Thomas W Castonguay,University of Maryland College Park,umd.edu,"Nutrition</li><li>Nutritional Biology</li><li>Nutritional Sciences</li><li>Molecular Metabolism and Nutrition</li><li>Nutrition Science</li><li>Molecular and Biochemical Nutrition</li><li>Nutrition, Food and Exercise Science</li><li>Exercise and Nutrition Sciences</li><li>Nutrition, Food Studies and Public Health</li><li>Human Nutrition",Nutrition,2,http://www.nfsc.umd.edu/people/faculty/thomas-w-castonguay-phd,,,,,1,,,1760791017000,18oct2015 12:38:44,18oct2015 12:38:55,1760798335000,1760791534000,,25,517,20.68,10.444874,9
2127763,3RWB1RTQDJHAPOX8F23B83JME4PP8W,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:49 PDT 2015,,,3E13VNJ1NOP3KMODUP9E8GQL2501IU,Approved,,23,100% (61/61),100% (61/61),100% (61/61),,,11037,Ashok K Shetty,Duke University,duke.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://dukemagazine.duke.edu/issues/111207/depgaz13.html,,,,,9,,,1760791009000,18oct2015 12:44:53,18oct2015 12:45:16,1760798716000,1760791936000,,25,517,20.68,10.444874,9
2127698,37MQ8Z1JQEQTCNNKQ8QTB3ZVW9YY2U,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:53 PDT 2015,,,30LSNF239VPA9769DT9SDZ0QUB82I6,Approved,,20,100% (36/36),100% (36/36),100% (36/36),,,39500,Kristopher W Ramsay,Princeton University,princeton.edu,"Public Policy and Administration</li>&nbsp;<li>Public Policy</li>&nbsp;<li>Health Services</li>&nbsp;<li>Public Administration</li>&nbsp;<li>Public Affairs</li>&nbsp;<li>Policy, Planning and Development</li>&nbsp;<li>Social Service Administration</li>&nbsp;<li>Public Policy Studies</li>&nbsp;<li>Education and Social Policy - Learning Sciences</li>&nbsp;<li>Health Policy And Management</li>&nbsp;<li>Social Policy to Education and Social Policy - Human Development and Social Policy</li>&nbsp;<li>Public and International Affairs</li>&nbsp;<li>Health Policy</li>&nbsp;<li>Energy and Resources</li>&nbsp;<li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,,,1,1,https://www.princeton.edu/politics/people/display_person.xml?netid=kramsay,,,,1760785073000,18oct2015 11:06:00,18oct2015 11:06:20,1760792780000,1760785749000,,36,823,22.861111,22.046173,9
2127763,3TCFMTM8HEIWMHCHEJJKXGOLPOR212,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:54 PDT 2015,,,3OHYZ19UGDZ9AWCGO3FC3EFAI84OAZ,Approved,,12,100% (61/61),100% (61/61),100% (61/61),,,61470,Henrike Moll,University of Southern California,usc.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://dornsife.usc.edu/henrike-moll/,,,,,1,,,1760791014000,18oct2015 12:45:47,18oct2015 12:45:59,1760798759000,1760792127000,,25,517,20.68,10.444874,9
2127763,385MDVINFC9PTEQSISEXPN0WNCLWJH,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:54 PDT 2015,,,33PPO7FECW9XCH4PAIT99IRUR21DIU,Approved,,13,100% (61/61),100% (61/61),100% (61/61),,,60865,Aleksandr Zholkovsky,University of Southern California,usc.edu,Slavic Languages and Literatures</li><li>Central Eurasian Studies</li><li>Slavic Languages and Literatures and Linguistics</li><li>Slavic and East European Languages and Literatures</li><li>Slavic Linguistics</li><li>Baltic and Slavic Languages and Literatures,Slavic Languages and Societies,1,http://dornsife.usc.edu/cf/faculty-and-staff/faculty.cfm?pid=1003846,,,,,1,,,1760791014000,18oct2015 12:39:47,18oct2015 12:40:00,1760798400000,1760791531000,,25,517,20.68,10.444874,9
2127698,3Y3CZJSZ9KNCEJULUW0X1E9ADWB5R1,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:53 PDT 2015,,,3ZGVPD4G6UBQOWPWWCHAEHC6Q1MZTR,Approved,,15,100% (36/36),100% (36/36),100% (36/36),,,31811,Erna V D Walde,New York University,nyu.edu,"Spanish</li>&nbsp;<li>Hispanic and Luso Brazilian Literatures and Languages</li>&nbsp;<li>Spanish and Portuguese</li>&nbsp;<li>Spanish and Portuguese Languages and Literatures</li>&nbsp;<li>Spanish Language and Literature</li>&nbsp;<li>Hispanic and Luso-Brazilian Literatures and Linguistics</li>&nbsp;<li>Spanish and Portuguese Languages and Cultures</li>&nbsp;<li>Hispanic and Luso Literatures, Cultures and Linguistics</li>&nbsp;<li>Hispanic Languages and Literatures</li>&nbsp;<li>Portuguese",Spanish and Portuguese Language and Literature,1,,,0,,,,,,1760785073000,18oct2015 11:06:47,18oct2015 11:07:02,1760792822000,1760785819000,,36,823,22.861111,22.046173,9
2127763,3EQVJH0T40F1ARR8ZN61QQDI6QZTHJ,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:47 PDT 2015,,,3T111IHZ5FKY2QUROPIG1E9VND69RE,Approved,,28,100% (61/61),100% (61/61),100% (61/61),,,7168,Karen Lombardi,City University of New York,cuny.edu,Psychology</li><li>Psychological Sciences</li><li>Human Development and Family Studies</li><li>Psychological and Quantitative Foundations</li><li>Human Development</li><li>Psychology and Neuroscience</li><li>Cognitive Science</li><li>Applied Psychology</li><li>Counseling Psychology</li><li>Clinical Psychology </li><li>Child Psychology</li><li>Comparative Human Development</li><li>Child Development and Family Studies</li><li>Psychological and Brain Sciences</li><li>Family and Consumer Sciences Education and Studies</li><li>Family and Child Sciences,Psychology,1,http://writingcenter.baruch.cuny.edu/about-us/meet-our-staff/,,,,,9,,,1760791007000,18oct2015 12:40:12,18oct2015 12:40:40,1760798440000,1760791533000,,25,517,20.68,10.444874,9
2127698,33P2GD6NRNM2781L5ES9PZQMND7HK0,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:42 PDT 2015,,,30LB5CDZND4P8NS5YAT0U6A1TQQ0ZH,Approved,,28,100% (36/36),100% (36/36),100% (36/36),,,26821,Kevin G Sellner,University of Maryland College Park,umd.edu,Marine-Estuarine-Environmental Sciences</li>&nbsp;<li>Marine biology</li>&nbsp;<li>Marine Science</li>&nbsp;<li>Marine Sciences</li>&nbsp;<li>Marine Science and Conservation</li>&nbsp;<li>Marine Estuarine Environmental Sciences</li>&nbsp;<li>Limnology and Marine Science,Marine Biology,2,,,1,1,http://www.mdsg.umd.edu/reu/mentors/kevin-sellner-phd,,,,1760785062000,18oct2015 11:12:39,18oct2015 11:13:07,1760793187000,1760786211000,,36,823,22.861111,22.046173,9
2127763,3PKVGQTFIHEAG7455Y5UCB7381GRY4,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:50 PDT 2015,,,326O153BMJSLWC23EZ3IO3T2Z9UDEL,Approved,,10,100% (61/61),100% (61/61),100% (61/61),,,13867,Angela Depace,Harvard University,harvard.edu,Systems Biology and Disease</li><li>Systems Biology,Systems Biology,1,http://www.hms.harvard.edu/dms/BBS/fac/DePace.php,,,,,1,,,1760791010000,18oct2015 12:38:56,18oct2015 12:39:06,1760798346000,1760791536000,,25,517,20.68,10.444874,9
2127698,3ZXV7Q5FJBI0AEYRIBNBYV112PLFCN,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:52 PDT 2015,,,3TY7ZAOG5GEUJSTJY9QQ7RMOPHCK0E,Approved,,25,100% (36/36),100% (36/36),100% (36/36),,,61509,Isaac Maya,University of Southern California,usc.edu,"Public Policy and Administration</li>&nbsp;<li>Public Policy</li>&nbsp;<li>Health Services</li>&nbsp;<li>Public Administration</li>&nbsp;<li>Public Affairs</li>&nbsp;<li>Policy, Planning and Development</li>&nbsp;<li>Social Service Administration</li>&nbsp;<li>Public Policy Studies</li>&nbsp;<li>Education and Social Policy - Learning Sciences</li>&nbsp;<li>Health Policy And Management</li>&nbsp;<li>Social Policy to Education and Social Policy - Human Development and Social Policy</li>&nbsp;<li>Public and International Affairs</li>&nbsp;<li>Health Policy</li>&nbsp;<li>Energy and Resources</li>&nbsp;<li>Health Services Research, Policy and Administration","Public Affairs, Public Policy and Public Administration",1,,,1,1,http://pressroom.usc.edu/isaac-maya/,,,,1760785072000,18oct2015 11:07:37,18oct2015 11:08:02,1760792882000,1760785820000,,36,823,22.861111,22.046173,9
2127698,386659BNTLBPQ793ZWF6ESV6SQ601F,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:46 PDT 2015,,,382M9COHEI97DEDP0UT7Y3XQL9KEUR,Approved,,13,100% (36/36),100% (36/36),100% (36/36),,,14790,Mark D Jordan,Harvard University,harvard.edu,Religious Studies</li>&nbsp;<li>Religion</li>&nbsp;<li>Divinity</li>&nbsp;<li>Buddhist Studies</li>&nbsp;<li>Religion and Social Ethics,Religion,1,,,1,1,http://hds.harvard.edu/people/mark-d-jordan,,,,1760785066000,18oct2015 11:10:06,18oct2015 11:10:19,1760793019000,1760785928000,,36,823,22.861111,22.046173,9
2127698,3G4VVJO6PZAUKPZ9OR0EY8SD94HPKD,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:35 PDT 2015,,,3HRMW88U17KP9GTMJL36M4ESEM70MZ,Approved,,20,100% (36/36),100% (36/36),100% (36/36),,,28191,Alex J Rothman,University of Minnesota,umn.edu,Psychology</li>&nbsp;<li>Psychological Sciences</li>&nbsp;<li>Human Development and Family Studies</li>&nbsp;<li>Psychological and Quantitative Foundations</li>&nbsp;<li>Human Development</li>&nbsp;<li>Psychology and Neuroscience</li>&nbsp;<li>Cognitive Science</li>&nbsp;<li>Applied Psychology</li>&nbsp;<li>Counseling Psychology</li>&nbsp;<li>Clinical Psychology </li>&nbsp;<li>Child Psychology</li>&nbsp;<li>Comparative Human Development</li>&nbsp;<li>Child Development and Family Studies</li>&nbsp;<li>Psychological and Brain Sciences</li>&nbsp;<li>Family and Consumer Sciences Education and Studies</li>&nbsp;<li>Family and Child Sciences,Psychology,1,,,1,2,http://www.psych.umn.edu/people/faculty.php,,,,1760785055000,18oct2015 11:02:30,18oct2015 11:02:50,1760792570000,1760785482000,,36,823,22.861111,22.046173,9
2127763,3R6RZGK0XF629ELMEIA4D8W6T7SYV3,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:50 PDT 2015,,,3TOK3KHVJUCRRUEIH03STNDKH0XO77,Approved,,11,100% (61/61),100% (61/61),100% (61/61),,,52432,Nola Kennedy,University of California Los Angeles,ucla.edu,Epidemiology</li><li>Public Health</li><li>Environmental Health Science</li><li>Health Sciences</li><li>Maternal and Child Health</li><li>Environmental Health</li><li>Health Behavior and Health Education</li><li>Epidemiology and Biostatistics</li><li>Biological Sciences in Public Health</li><li>Health Behavior and Education</li><li>International Health</li><li>Public and Community Health</li><li>Health Informatics</li><li>Occupational and Environmental Health</li><li>Population Health</li><li>Public Health (Epidemiology)</li><li>Public Health (Health Behavior)</li><li>Clinical Investigation,Public Health,1,http://portal.ctrl.ucla.edu/sph/institution/personnel?personnel_id=311788,,,,,1,,,1760791010000,18oct2015 12:40:00,18oct2015 12:40:11,1760798411000,1760791536000,,25,517,20.68,10.444874,9
2127698,375VMB7D4JDUPX6VJFO7LYWB3HQDID,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:48 PDT 2015,,,3FQ5JJ512MIX4OLQZFSOI3I1XANNKS,Approved,,12,100% (36/36),100% (36/36),100% (36/36),,,64740,Annamarie Brock,Walden University,waldenu.edu,Epidemiology</li>&nbsp;<li>Public Health</li>&nbsp;<li>Environmental Health Science</li>&nbsp;<li>Health Sciences</li>&nbsp;<li>Maternal and Child Health</li>&nbsp;<li>Environmental Health</li>&nbsp;<li>Health Behavior and Health Education</li>&nbsp;<li>Epidemiology and Biostatistics</li>&nbsp;<li>Biological Sciences in Public Health</li>&nbsp;<li>Health Behavior and Education</li>&nbsp;<li>International Health</li>&nbsp;<li>Public and Community Health</li>&nbsp;<li>Health Informatics</li>&nbsp;<li>Occupational and Environmental Health</li>&nbsp;<li>Population Health</li>&nbsp;<li>Public Health (Epidemiology)</li>&nbsp;<li>Public Health (Health Behavior)</li>&nbsp;<li>Clinical Investigation,Public Health,1,,,0,,,,,,1760785068000,18oct2015 11:13:07,18oct2015 11:13:19,1760793199000,1760786211000,,36,823,22.861111,22.046173,9
2127698,32PT7WK7DM9FZUOCYCHKHSUMKZSD3C,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:54 PDT 2015,,,3URFVVM166C5O94LWH7KJDY89FTUZD,Approved,,46,100% (36/36),100% (36/36),100% (36/36),,,52827,Susan B Coutin,University of California Los Angeles,ucla.edu,Sociology</li>&nbsp;<li>Criminal Justice</li>&nbsp;<li>Family Social Science</li>&nbsp;<li>Family and Consumer Sciences</li>&nbsp;<li>Family Studies</li>&nbsp;<li>Human Ecology</li>&nbsp;<li>Gerontology</li>&nbsp;<li>Sociology and Anthropology</li>&nbsp;<li>Demography</li>&nbsp;<li>Family and Human Development,Sociology,1,,,0,,,,,,1760785074000,18oct2015 11:10:49,18oct2015 11:11:35,1760793095000,1760785927000,,36,823,22.861111,22.046173,9
2127763,3TZDZ3Y0JS07M1XGZSYZ73WZVU1911,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:45 PDT 2015,,,3Y54SXRO1MF92XVMQPI2XPXROJCTU1,Approved,,25,100% (61/61),100% (61/61),100% (61/61),,,2508,John Warnock,University of Arizona,arizona.edu,"Rhetoric, Composition and the Teaching of English</li><li>Rhetoric</li><li>Rhetoric and Scientific and Technical Communication</li><li>Rhetoric and Writing</li><li>Rhetoric and Professional Communication",Rhetoric and Composition,1,http://english.arizona.edu/users/john-p-warnock,,,,,1,,,1760791005000,18oct2015 12:39:07,18oct2015 12:39:32,1760798372000,1760791537000,,25,517,20.68,10.444874,9
2127698,3GONHBMNHVSJOH1IWCBW4JMV88JZMD,3QF1Y7D04XNG5PNKYBQ0XUGWR9ODLO,Verify professor affiliation,Use a pre-populated search to find and document if a professor is at a given university,"data collection, restaurants, listings",.14,1,BatchId:2127698;,900,7200,Wed Oct 21 10:57:36 PDT 2015,,,3O6CYIULEEV1UEZGLUNDK94QSCOUWK,Approved,,45,100% (36/36),100% (36/36),100% (36/36),,,20442,Linda J C Brown,University of Iowa,uiowa.edu,Psychology</li>&nbsp;<li>Psychological Sciences</li>&nbsp;<li>Human Development and Family Studies</li>&nbsp;<li>Psychological and Quantitative Foundations</li>&nbsp;<li>Human Development</li>&nbsp;<li>Psychology and Neuroscience</li>&nbsp;<li>Cognitive Science</li>&nbsp;<li>Applied Psychology</li>&nbsp;<li>Counseling Psychology</li>&nbsp;<li>Clinical Psychology </li>&nbsp;<li>Child Psychology</li>&nbsp;<li>Comparative Human Development</li>&nbsp;<li>Child Development and Family Studies</li>&nbsp;<li>Psychological and Brain Sciences</li>&nbsp;<li>Family and Consumer Sciences Education and Studies</li>&nbsp;<li>Family and Child Sciences,Psychology,1,,,1,1,http://www.medicine.uiowa.edu/dept_primary_apr.aspx?appointment=Pediatrics&id=cooperl,,,,1760785056000,18oct2015 11:01:05,18oct2015 11:01:50,1760792510000,1760785452000,,36,823,22.861111,22.046173,9
2127763,3TKXBROM5T47SJ6NTBAIOWRO81OJIY,3VRC340QZ7KLQ872NFRZYG49JXKAUD,Verify professor department,Use link to verify whether professor's department is on a short list,"data collection, university, verification",.06,1,BatchId:2127763;,900,7200,Tue Oct 20 12:36:45 PDT 2015,,,31Q0U3WYDQ96V27HBY5HHR0COPP17Z,Approved,,9,100% (61/61),100% (61/61),100% (61/61),,,2669,Kraig Beyerlein,University of Arizona,arizona.edu,Sociology</li><li>Criminal Justice</li><li>Family Social Science</li><li>Family and Consumer Sciences</li><li>Family Studies</li><li>Human Ecology</li><li>Gerontology</li><li>Sociology and Anthropology</li><li>Demography</li><li>Family and Human Development,Sociology,1,http://www.u.arizona.edu/~kbeyerle/,,,,,1,,,1760791005000,18oct2015 12:43:44,18oct2015 12:43:53,1760798633000,1760791579000,,25,517,20.68,10.444874,9
